label,task_id,s0_event_type,s0_duration_ms,s0_cpu_usage,s0_io_ratio,s0_data_scope_days,s0_data_scope_area,s0_record_count,s0_export_size_kb,s1_event_type,s1_duration_ms,s1_cpu_usage,s1_io_ratio,s1_data_scope_days,s1_data_scope_area,s1_record_count,s1_export_size_kb,s2_event_type,s2_duration_ms,s2_cpu_usage,s2_io_ratio,s2_data_scope_days,s2_data_scope_area,s2_record_count,s2_export_size_kb,s3_event_type,s3_duration_ms,s3_cpu_usage,s3_io_ratio,s3_data_scope_days,s3_data_scope_area,s3_record_count,s3_export_size_kb,s4_event_type,s4_duration_ms,s4_cpu_usage,s4_io_ratio,s4_data_scope_days,s4_data_scope_area,s4_record_count,s4_export_size_kb,s5_event_type,s5_duration_ms,s5_cpu_usage,s5_io_ratio,s5_data_scope_days,s5_data_scope_area,s5_record_count,s5_export_size_kb,s6_event_type,s6_duration_ms,s6_cpu_usage,s6_io_ratio,s6_data_scope_days,s6_data_scope_area,s6_record_count,s6_export_size_kb,s7_event_type,s7_duration_ms,s7_cpu_usage,s7_io_ratio,s7_data_scope_days,s7_data_scope_area,s7_record_count,s7_export_size_kb,s8_event_type,s8_duration_ms,s8_cpu_usage,s8_io_ratio,s8_data_scope_days,s8_data_scope_area,s8_record_count,s8_export_size_kb,s9_event_type,s9_duration_ms,s9_cpu_usage,s9_io_ratio,s9_data_scope_days,s9_data_scope_area,s9_record_count,s9_export_size_kb,s10_event_type,s10_duration_ms,s10_cpu_usage,s10_io_ratio,s10_data_scope_days,s10_data_scope_area,s10_record_count,s10_export_size_kb,s11_event_type,s11_duration_ms,s11_cpu_usage,s11_io_ratio,s11_data_scope_days,s11_data_scope_area,s11_record_count,s11_export_size_kb,s12_event_type,s12_duration_ms,s12_cpu_usage,s12_io_ratio,s12_data_scope_days,s12_data_scope_area,s12_record_count,s12_export_size_kb,s13_event_type,s13_duration_ms,s13_cpu_usage,s13_io_ratio,s13_data_scope_days,s13_data_scope_area,s13_record_count,s13_export_size_kb,s14_event_type,s14_duration_ms,s14_cpu_usage,s14_io_ratio,s14_data_scope_days,s14_data_scope_area,s14_record_count,s14_export_size_kb,s15_event_type,s15_duration_ms,s15_cpu_usage,s15_io_ratio,s15_data_scope_days,s15_data_scope_area,s15_record_count,s15_export_size_kb,s16_event_type,s16_duration_ms,s16_cpu_usage,s16_io_ratio,s16_data_scope_days,s16_data_scope_area,s16_record_count,s16_export_size_kb,s17_event_type,s17_duration_ms,s17_cpu_usage,s17_io_ratio,s17_data_scope_days,s17_data_scope_area,s17_record_count,s17_export_size_kb,s18_event_type,s18_duration_ms,s18_cpu_usage,s18_io_ratio,s18_data_scope_days,s18_data_scope_area,s18_record_count,s18_export_size_kb,s19_event_type,s19_duration_ms,s19_cpu_usage,s19_io_ratio,s19_data_scope_days,s19_data_scope_area,s19_record_count,s19_export_size_kb
1,job-atk-stlth-a77f99,1,0,4.1114,1.0,0,0,0,0.0,2,0,4.7741,1.0,17,800,0,0.0,3,0.0,38.2848,0.0038,0,0,30000,0.0,5,3336.47,59.2091,1.0088,0,0,1,0.0,5,3298.2722,57.0876,1.0052,0,0,1,0.0,5,3518.6974,65.1446,0.9914,0,0,1,0.0,5,4079.4344,53.5094,0.9866,0,0,1,0.0,5,4105.7054,66.555,1.0144,0,0,1,0.0,5,4058.6029,65.6374,1.0023,0,0,1,0.0,5,2713.1218,67.3301,0.9932,0,0,1,1.8146,5,3329.097,55.4621,0.9924,0,0,1,0.0,5,3928.098,55.5336,1.0003,0,0,1,1.9783,5,3064.554,65.9606,0.9996,0,0,1,0.0,7,0.0,10.0485,1.0,0,0,0,17.2828,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-1ea2f8,1,0,1.3748,1.0,0,0,0,3.0982,2,0,0.0,1.0,24,800,0,0.0,3,0.0,28.3259,0.0,0,0,30000,2.0929,5,3561.6613,68.1853,0.9972,0,0,1,0.0,5,4374.3077,54.4805,0.998,0,0,1,0.2334,5,3474.1022,56.4537,0.9815,0,0,1,1.6028,5,3224.9413,61.7607,1.0027,0,0,1,0.0,5,3587.1488,72.142,0.9862,0,0,1,0.064,5,3933.5277,51.212,0.9875,0,0,1,1.4196,5,4024.6591,56.7873,1.0061,0,0,1,1.6798,5,3904.5683,54.9924,1.0083,0,0,1,0.0,5,3005.4569,73.5259,0.9991,0,0,1,2.7348,5,2292.1289,63.004,0.9823,0,0,1,0.0,7,0.0,0.0,1.0,0,0,0,20.6851,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-634020,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,22,800,0,0.0,3,0.0,39.9644,0.012,0,0,30000,0.0,5,3326.4158,53.992,0.9874,0,0,1,0.0,5,3241.8095,62.2808,1.0175,0,0,1,0.0,5,3067.6133,71.5649,0.9985,0,0,1,0.0,5,3728.4448,61.9369,1.0055,0,0,1,2.9561,5,3835.2538,59.2555,0.9991,0,0,1,3.4192,5,3137.1388,50.3634,0.9891,0,0,1,0.0,5,2957.0136,73.8007,1.0098,0,0,1,0.0,5,3038.613,50.603,1.0089,0,0,1,1.1458,5,3971.2757,55.5704,1.0,0,0,1,0.0,5,3599.7518,80.2989,1.0002,0,0,1,1.698,7,0.0,0.0,1.0,0,0,0,20.6067,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
1,job-atk-stlth-eb4af4,1,0,0.0,1.0,0,0,0,1.813,2,0,0.0,1.0,17,800,0,4.9447,3,0.0,33.8749,0.003,0,0,30000,2.7506,5,3587.9407,70.1524,0.9903,0,0,1,2.616,5,3171.2176,72.3273,1.0036,0,0,1,0.0,5,4114.2809,53.3616,0.999,0,0,1,0.0,5,2972.9254,58.2991,1.021,0,0,1,0.0,5,3681.9142,65.9277,1.007,0,0,1,0.0,5,2838.9513,63.1205,1.0001,0,0,1,0.0,5,3198.3516,41.1203,1.0112,0,0,1,1.4883,5,3742.8158,64.6101,0.9815,0,0,1,0.7201,5,2861.7162,73.2587,0.9878,0,0,1,1.1635,5,3567.7416,76.1298,0.9995,0,0,1,1.4185,7,0.0,1.8589,1.0,0,0,0,21.4347,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-0ecabc,1,0,0.0,1.0,0,0,0,1.2443,2,0,0.0,1.0,126,5000,0,3.4395,4,1867.4934,55.0843,0.9637,0,0,5000,3.5599,4,1706.5486,54.4926,0.9493,0,0,5000,0.0,4,1806.3357,55.7759,0.9817,0,0,5000,0.0,4,1828.7471,36.1804,0.9591,0,0,5000,0.0,4,1444.2683,32.6882,0.9853,0,0,5000,0.0,4,2091.1004,35.5532,0.9506,0,0,5000,0.0,6,0.0,2.442,1.0,0,0,0,200.2521,4,1799.4447,42.2334,0.9743,0,0,5000,0.0,4,1917.0836,40.1066,0.9558,0,0,5000,0.3378,4,1689.8405,33.9746,0.9673,0,0,5000,2.7244,4,2075.9595,45.5821,0.9673,0,0,5000,2.4289,4,1593.3915,48.9271,0.9646,0,0,5000,0.0,6,0.0,3.7485,1.0,0,0,0,200.33,4,2367.4634,34.5461,0.968,0,0,5000,0.0,4,1988.7113,61.316,0.9695,0,0,5000,0.0,4,1834.6253,48.55,0.9507,0,0,5000,0.0,4,1856.3093,43.2864,0.9538,0,0,5000,0.0,4,2287.5549,40.6126,0.975,0,0,5000,0.0
0,job-nrm-long-54f8f5,1,0,0.1565,1.0,0,0,0,0.8389,2,0,3.4151,1.0,144,5000,0,0.0,4,1932.2394,50.511,0.944,0,0,5000,0.6228,4,2065.567,40.0899,0.9666,0,0,5000,0.0,4,2137.3487,31.9596,0.9321,0,0,5000,0.537,4,2283.609,43.4228,0.9567,0,0,5000,1.5431,4,1973.5207,51.4959,0.9508,0,0,5000,0.0,4,1598.556,38.8689,0.9639,0,0,5000,1.6038,6,0.0,1.75,1.0,0,0,0,204.6284,4,1770.9824,50.2041,0.9552,0,0,5000,1.4986,4,1930.0834,46.291,0.9661,0,0,5000,4.3067,4,1847.0349,58.9674,0.9751,0,0,5000,0.0,4,2324.9999,51.3726,0.9566,0,0,5000,0.0,4,2130.1909,53.1289,0.9622,0,0,5000,1.436,6,0.0,4.6716,1.0,0,0,0,198.7132,4,1822.7953,36.6113,0.9854,0,0,5000,1.5568,4,1815.9049,57.7147,0.9572,0,0,5000,0.1035,4,2084.4166,40.8783,0.9535,0,0,5000,0.0,4,1691.3742,37.0217,0.9582,0,0,5000,0.0,4,1691.8944,26.6942,0.9804,0,0,5000,0.0
1,job-atk-stlth-69715c,1,0,1.6687,1.0,0,0,0,0.0,2,0,2.6507,1.0,0,800,0,0.0,3,0.0,26.5064,0.0,0,0,30000,2.6248,5,2599.3093,55.3178,1.0006,0,0,1,2.2399,5,3451.4248,71.7847,0.9948,0,0,1,2.7371,5,4134.3627,67.3539,0.989,0,0,1,0.0,5,2810.5955,66.2049,0.9957,0,0,1,0.8861,5,4645.2837,55.0389,1.0035,0,0,1,0.0,5,3493.9331,61.5339,0.9952,0,0,1,0.9595,5,4200.7613,61.974,1.0192,0,0,1,2.358,5,2987.3576,53.9992,1.0121,0,0,1,0.0,5,2800.3335,67.8654,1.0305,0,0,1,0.0,5,3530.0207,68.2921,1.0075,0,0,1,6.9202,7,0.0,1.3571,1.0,0,0,0,16.698,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-0c39aa,1,0,6.8634,1.0,0,0,0,0.0,2,0,0.0,1.0,151,5000,0,1.8657,4,1858.9239,58.351,0.9622,0,0,5000,0.0,4,1950.334,48.925,0.9585,0,0,5000,0.0,4,1784.2415,52.5291,0.9538,0,0,5000,0.0,4,2057.3322,38.7296,0.9583,0,0,5000,0.3213,4,2119.2255,48.5911,0.9459,0,0,5000,0.0435,4,2246.702,32.3776,0.9593,0,0,5000,0.6813,6,0.0,0.0,1.0,0,0,0,199.5344,4,1837.4239,66.9021,0.9618,0,0,5000,1.0878,4,2231.3545,50.6821,0.9634,0,0,5000,2.1393,4,1805.5277,46.929,0.9572,0,0,5000,0.0,4,2330.7676,62.1373,0.962,0,0,5000,0.0,4,1939.1006,52.735,0.9561,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,201.3197,4,1982.0098,45.0388,0.9656,0,0,5000,2.0291,4,2159.6284,26.5678,0.9594,0,0,5000,0.0,4,1800.2791,30.4803,0.9689,0,0,5000,1.5601,4,2556.2771,29.5291,0.9575,0,0,5000,0.0,7,0.0,7.6635,1.0,0,0,0,10579.7769
1,job-atk-stlth-c7f832,1,0,3.3582,1.0,0,0,0,2.002,2,0,0.0,1.0,22,800,0,2.2002,3,0.0,34.1181,0.0,0,0,30000,2.3452,5,3379.8141,58.062,1.0084,0,0,1,0.0,5,4226.4873,70.9484,0.9878,0,0,1,1.1667,5,3984.9324,49.7299,0.9936,0,0,1,0.9949,5,2330.9359,70.4258,0.9886,0,0,1,0.0,5,3252.962,65.2257,0.9914,0,0,1,0.0,5,3927.7874,53.6752,0.991,0,0,1,0.6561,5,3492.3989,51.3628,0.9997,0,0,1,0.0331,5,3284.6232,54.6324,1.0028,0,0,1,0.7062,5,3544.9942,55.1165,1.0133,0,0,1,1.4743,5,2926.8896,61.6469,1.0134,0,0,1,0.0,7,0.0,1.1569,1.0,0,0,0,21.1877,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
0,job-nrm-long-83df27,1,0,0.0,1.0,0,0,0,0.0,2,0,0.0,1.0,107,5000,0,2.0098,4,1684.8651,27.5718,0.9703,0,0,5000,0.1641,4,1853.8829,42.5833,0.9579,0,0,5000,0.0,4,2029.9318,57.185,0.9617,0,0,5000,1.7464,4,1869.6637,29.088,0.9478,0,0,5000,0.0,4,1799.2966,24.5503,0.9562,0,0,5000,0.0,4,1870.0092,56.4812,0.9629,0,0,5000,0.0,6,0.0,1.4105,1.0,0,0,0,198.0643,4,2166.2071,40.1551,0.9597,0,0,5000,0.0,4,2010.3385,44.5645,0.9507,0,0,5000,1.194,4,1947.0421,27.9145,0.948,0,0,5000,0.0,4,2002.8732,33.2436,0.9659,0,0,5000,0.0,4,1515.8978,56.7594,0.9653,0,0,5000,0.0,6,0.0,0.0,1.0,0,0,0,200.8382,4,2056.7531,35.7841,0.9622,0,0,5000,0.0,4,1922.417,50.6393,0.9594,0,0,5000,2.2485,4,2365.3049,46.0135,0.9522,0,0,5000,2.102,4,1741.9815,52.3588,0.9527,0,0,5000,2.0313,4,2045.6782,30.7579,0.9593,0,0,5000,0.2802
