session_id,label,client_type,step_0_delta_time,step_0_cumulative_time,step_0_is_TRAINING_START,step_0_is_TRAINING_EPOCH,step_0_is_TRAINING_END,step_0_is_UPLOAD_SUCCESS,step_0_is_ATTACK_START,step_0_is_ATTACK_INIT,step_0_is_ATTACK_ITERATION,step_0_is_FILE_IO,step_0_is_UPLOAD_ATTEMPT,step_0_is_UPLOAD_DELAY,step_0_log_level,step_0_loss_value,step_0_loss_type,step_0_iteration_count,step_1_delta_time,step_1_cumulative_time,step_1_is_TRAINING_START,step_1_is_TRAINING_EPOCH,step_1_is_TRAINING_END,step_1_is_UPLOAD_SUCCESS,step_1_is_ATTACK_START,step_1_is_ATTACK_INIT,step_1_is_ATTACK_ITERATION,step_1_is_FILE_IO,step_1_is_UPLOAD_ATTEMPT,step_1_is_UPLOAD_DELAY,step_1_log_level,step_1_loss_value,step_1_loss_type,step_1_iteration_count,step_2_delta_time,step_2_cumulative_time,step_2_is_TRAINING_START,step_2_is_TRAINING_EPOCH,step_2_is_TRAINING_END,step_2_is_UPLOAD_SUCCESS,step_2_is_ATTACK_START,step_2_is_ATTACK_INIT,step_2_is_ATTACK_ITERATION,step_2_is_FILE_IO,step_2_is_UPLOAD_ATTEMPT,step_2_is_UPLOAD_DELAY,step_2_log_level,step_2_loss_value,step_2_loss_type,step_2_iteration_count,step_3_delta_time,step_3_cumulative_time,step_3_is_TRAINING_START,step_3_is_TRAINING_EPOCH,step_3_is_TRAINING_END,step_3_is_UPLOAD_SUCCESS,step_3_is_ATTACK_START,step_3_is_ATTACK_INIT,step_3_is_ATTACK_ITERATION,step_3_is_FILE_IO,step_3_is_UPLOAD_ATTEMPT,step_3_is_UPLOAD_DELAY,step_3_log_level,step_3_loss_value,step_3_loss_type,step_3_iteration_count,step_4_delta_time,step_4_cumulative_time,step_4_is_TRAINING_START,step_4_is_TRAINING_EPOCH,step_4_is_TRAINING_END,step_4_is_UPLOAD_SUCCESS,step_4_is_ATTACK_START,step_4_is_ATTACK_INIT,step_4_is_ATTACK_ITERATION,step_4_is_FILE_IO,step_4_is_UPLOAD_ATTEMPT,step_4_is_UPLOAD_DELAY,step_4_log_level,step_4_loss_value,step_4_loss_type,step_4_iteration_count,step_5_delta_time,step_5_cumulative_time,step_5_is_TRAINING_START,step_5_is_TRAINING_EPOCH,step_5_is_TRAINING_END,step_5_is_UPLOAD_SUCCESS,step_5_is_ATTACK_START,step_5_is_ATTACK_INIT,step_5_is_ATTACK_ITERATION,step_5_is_FILE_IO,step_5_is_UPLOAD_ATTEMPT,step_5_is_UPLOAD_DELAY,step_5_log_level,step_5_loss_value,step_5_loss_type,step_5_iteration_count,step_6_delta_time,step_6_cumulative_time,step_6_is_TRAINING_START,step_6_is_TRAINING_EPOCH,step_6_is_TRAINING_END,step_6_is_UPLOAD_SUCCESS,step_6_is_ATTACK_START,step_6_is_ATTACK_INIT,step_6_is_ATTACK_ITERATION,step_6_is_FILE_IO,step_6_is_UPLOAD_ATTEMPT,step_6_is_UPLOAD_DELAY,step_6_log_level,step_6_loss_value,step_6_loss_type,step_6_iteration_count,step_7_delta_time,step_7_cumulative_time,step_7_is_TRAINING_START,step_7_is_TRAINING_EPOCH,step_7_is_TRAINING_END,step_7_is_UPLOAD_SUCCESS,step_7_is_ATTACK_START,step_7_is_ATTACK_INIT,step_7_is_ATTACK_ITERATION,step_7_is_FILE_IO,step_7_is_UPLOAD_ATTEMPT,step_7_is_UPLOAD_DELAY,step_7_log_level,step_7_loss_value,step_7_loss_type,step_7_iteration_count,step_8_delta_time,step_8_cumulative_time,step_8_is_TRAINING_START,step_8_is_TRAINING_EPOCH,step_8_is_TRAINING_END,step_8_is_UPLOAD_SUCCESS,step_8_is_ATTACK_START,step_8_is_ATTACK_INIT,step_8_is_ATTACK_ITERATION,step_8_is_FILE_IO,step_8_is_UPLOAD_ATTEMPT,step_8_is_UPLOAD_DELAY,step_8_log_level,step_8_loss_value,step_8_loss_type,step_8_iteration_count,step_9_delta_time,step_9_cumulative_time,step_9_is_TRAINING_START,step_9_is_TRAINING_EPOCH,step_9_is_TRAINING_END,step_9_is_UPLOAD_SUCCESS,step_9_is_ATTACK_START,step_9_is_ATTACK_INIT,step_9_is_ATTACK_ITERATION,step_9_is_FILE_IO,step_9_is_UPLOAD_ATTEMPT,step_9_is_UPLOAD_DELAY,step_9_log_level,step_9_loss_value,step_9_loss_type,step_9_iteration_count,step_10_delta_time,step_10_cumulative_time,step_10_is_TRAINING_START,step_10_is_TRAINING_EPOCH,step_10_is_TRAINING_END,step_10_is_UPLOAD_SUCCESS,step_10_is_ATTACK_START,step_10_is_ATTACK_INIT,step_10_is_ATTACK_ITERATION,step_10_is_FILE_IO,step_10_is_UPLOAD_ATTEMPT,step_10_is_UPLOAD_DELAY,step_10_log_level,step_10_loss_value,step_10_loss_type,step_10_iteration_count,step_11_delta_time,step_11_cumulative_time,step_11_is_TRAINING_START,step_11_is_TRAINING_EPOCH,step_11_is_TRAINING_END,step_11_is_UPLOAD_SUCCESS,step_11_is_ATTACK_START,step_11_is_ATTACK_INIT,step_11_is_ATTACK_ITERATION,step_11_is_FILE_IO,step_11_is_UPLOAD_ATTEMPT,step_11_is_UPLOAD_DELAY,step_11_log_level,step_11_loss_value,step_11_loss_type,step_11_iteration_count,step_12_delta_time,step_12_cumulative_time,step_12_is_TRAINING_START,step_12_is_TRAINING_EPOCH,step_12_is_TRAINING_END,step_12_is_UPLOAD_SUCCESS,step_12_is_ATTACK_START,step_12_is_ATTACK_INIT,step_12_is_ATTACK_ITERATION,step_12_is_FILE_IO,step_12_is_UPLOAD_ATTEMPT,step_12_is_UPLOAD_DELAY,step_12_log_level,step_12_loss_value,step_12_loss_type,step_12_iteration_count
10,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.328,2.578,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.07,4.648,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.158,7.806,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.807,10.613,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.033,13.646,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.372,17.018,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,2.122,19.14,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,19.64,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.85,21.49,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,21.99,0,0,0,0,0,0,0,0,0,1,2,0,0,0
11,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.592,0.592,0,1,0,0,0,0,0,0,0,0,0,2.1467,1,0.01,0.308,0.9,0,1,0,0,0,0,0,0,0,0,0,1.5348,1,0.02,0.298,1.198,0,1,0,0,0,0,0,0,0,0,0,1.0932,1,0.03,0.238,1.436,0,1,0,0,0,0,0,0,0,0,0,0.7834,1,0.04,0.395,1.831,0,1,0,0,0,0,0,0,0,0,0,0.5961,1,0.05,0.1,1.931,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,2.031,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.437,0.437,0,1,0,0,0,0,0,0,0,0,0,2.1268,1,0.01,0.359,0.796,0,1,0,0,0,0,0,0,0,0,0,1.5241,1,0.02,0.309,1.105,0,1,0,0,0,0,0,0,0,0,0,1.0909,1,0.03,0.355,1.46,0,1,0,0,0,0,0,0,0,0,0,0.7927,1,0.04,0.317,1.777,0,1,0,0,0,0,0,0,0,0,0,0.5691,1,0.05,0.1,1.877,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.472,0.472,0,1,0,0,0,0,0,0,0,0,0,2.1247,1,0.01,0.242,0.714,0,1,0,0,0,0,0,0,0,0,0,1.5353,1,0.02,0.232,0.946,0,1,0,0,0,0,0,0,0,0,0,1.1214,1,0.03,0.275,1.221,0,1,0,0,0,0,0,0,0,0,0,0.8191,1,0.04,0.317,1.538,0,1,0,0,0,0,0,0,0,0,0,0.6038,1,0.05,0.1,1.638,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.738,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.458,0.458,0,1,0,0,0,0,0,0,0,0,0,2.1403,1,0.01,0.296,0.754,0,1,0,0,0,0,0,0,0,0,0,1.5319,1,0.02,0.261,1.015,0,1,0,0,0,0,0,0,0,0,0,1.1064,1,0.03,0.256,1.271,0,1,0,0,0,0,0,0,0,0,0,0.801,1,0.04,0.273,1.544,0,1,0,0,0,0,0,0,0,0,0,0.5895,1,0.05,0.1,1.644,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.744,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.624,2.874,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.095,5.969,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.971,9.94,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.181,12.121,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.059,15.18,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,2.423,17.603,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,2.205,19.808,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,20.308,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.235,22.543,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,23.043,0,0,0,0,0,0,0,0,0,1,2,0,0,0
16,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.559,0.559,0,1,0,0,0,0,0,0,0,0,0,2.1194,1,0.01,0.316,0.875,0,1,0,0,0,0,0,0,0,0,0,1.5302,1,0.02,0.233,1.108,0,1,0,0,0,0,0,0,0,0,0,1.1181,1,0.03,0.238,1.346,0,1,0,0,0,0,0,0,0,0,0,0.8031,1,0.04,0.366,1.712,0,1,0,0,0,0,0,0,0,0,0,0.6038,1,0.05,0.1,1.812,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.912,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.539,0.539,0,1,0,0,0,0,0,0,0,0,0,2.1321,1,0.01,0.207,0.746,0,1,0,0,0,0,0,0,0,0,0,1.5209,1,0.02,0.342,1.088,0,1,0,0,0,0,0,0,0,0,0,1.0946,1,0.03,0.338,1.426,0,1,0,0,0,0,0,0,0,0,0,0.8157,1,0.04,0.276,1.702,0,1,0,0,0,0,0,0,0,0,0,0.6024,1,0.05,0.1,1.802,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.902,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.799,3.049,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.594,6.643,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.078,9.721,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.764,13.485,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.887,16.372,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,2.944,19.316,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,2.141,21.457,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,21.957,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.174,23.131,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,23.631,0,0,0,0,0,0,0,0,0,1,2,0,0,0
19,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.475,0.475,0,1,0,0,0,0,0,0,0,0,0,2.118,1,0.01,0.361,0.836,0,1,0,0,0,0,0,0,0,0,0,1.5112,1,0.02,0.324,1.16,0,1,0,0,0,0,0,0,0,0,0,1.1049,1,0.03,0.241,1.401,0,1,0,0,0,0,0,0,0,0,0,0.8055,1,0.04,0.379,1.78,0,1,0,0,0,0,0,0,0,0,0,0.5988,1,0.05,0.1,1.88,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.98,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.43,0.43,0,1,0,0,0,0,0,0,0,0,0,2.126,1,0.01,0.324,0.754,0,1,0,0,0,0,0,0,0,0,0,1.5295,1,0.02,0.209,0.963,0,1,0,0,0,0,0,0,0,0,0,1.113,1,0.03,0.37,1.333,0,1,0,0,0,0,0,0,0,0,0,0.8015,1,0.04,0.305,1.638,0,1,0,0,0,0,0,0,0,0,0,0.5984,1,0.05,0.1,1.738,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.838,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.492,3.742,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.42,7.162,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.124,10.286,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.36,13.646,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.172,15.818,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.58,19.398,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,2.087,21.485,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,21.985,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.182,23.167,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,23.667,0,0,0,0,0,0,0,0,0,1,2,0,0,0
22,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.038,2.288,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.457,5.745,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.029,8.774,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,2.42,11.194,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.607,13.801,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.204,17.005,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,2.606,19.611,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,20.111,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.529,21.64,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,22.14,0,0,0,0,0,0,0,0,0,1,2,0,0,0
23,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.298,3.548,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,2.617,6.165,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,3.164,9.329,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.332,12.661,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,3.208,15.869,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,2.084,17.953,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,3.57,21.523,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,22.023,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.505,23.528,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,24.028,0,0,0,0,0,0,0,0,0,1,2,0,0,0
24,1,malicious,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.05,0.25,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2.645,2.895,0,0,0,0,0,0,1,0,0,0,0,16,-1,0,3.779,6.674,0,0,0,0,0,0,1,0,0,0,0,12.8,-1,0.5,2.39,9.064,0,0,0,0,0,0,1,0,0,0,0,10.24,-1,1,3.394,12.458,0,0,0,0,0,0,1,0,0,0,0,8.192,-1,2,2.749,15.207,0,0,0,0,0,0,1,0,0,0,0,6.5536,-1,3,3.752,18.959,0,0,0,0,0,0,1,0,0,0,0,5.24288,-1,4,2.698,21.657,0,0,0,0,0,0,1,0,0,0,0,4.194304,-1,5,0.5,22.157,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2.715,24.872,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,25.372,0,0,0,0,0,0,0,0,0,1,2,0,0,0
25,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.433,0.433,0,1,0,0,0,0,0,0,0,0,0,2.1401,1,0.01,0.319,0.752,0,1,0,0,0,0,0,0,0,0,0,1.5335,1,0.02,0.381,1.133,0,1,0,0,0,0,0,0,0,0,0,1.0951,1,0.03,0.213,1.346,0,1,0,0,0,0,0,0,0,0,0,0.8155,1,0.04,0.297,1.643,0,1,0,0,0,0,0,0,0,0,0,0.603,1,0.05,0.1,1.743,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.843,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.54,0.54,0,1,0,0,0,0,0,0,0,0,0,2.1435,1,0.01,0.359,0.899,0,1,0,0,0,0,0,0,0,0,0,1.5502,1,0.02,0.3,1.199,0,1,0,0,0,0,0,0,0,0,0,1.1201,1,0.03,0.358,1.557,0,1,0,0,0,0,0,0,0,0,0,0.8167,1,0.04,0.206,1.763,0,1,0,0,0,0,0,0,0,0,0,0.6185,1,0.05,0.1,1.863,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.963,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.515,0.515,0,1,0,0,0,0,0,0,0,0,0,2.1369,1,0.01,0.339,0.854,0,1,0,0,0,0,0,0,0,0,0,1.5101,1,0.02,0.253,1.107,0,1,0,0,0,0,0,0,0,0,0,1.0829,1,0.03,0.3,1.407,0,1,0,0,0,0,0,0,0,0,0,0.7742,1,0.04,0.292,1.699,0,1,0,0,0,0,0,0,0,0,0,0.5714,1,0.05,0.1,1.799,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.899,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.485,0.485,0,1,0,0,0,0,0,0,0,0,0,2.1272,1,0.01,0.288,0.773,0,1,0,0,0,0,0,0,0,0,0,1.5069,1,0.02,0.366,1.139,0,1,0,0,0,0,0,0,0,0,0,1.0801,1,0.03,0.283,1.422,0,1,0,0,0,0,0,0,0,0,0,0.802,1,0.04,0.333,1.755,0,1,0,0,0,0,0,0,0,0,0,0.5903,1,0.05,0.1,1.855,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.955,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.447,0.447,0,1,0,0,0,0,0,0,0,0,0,2.1347,1,0.01,0.362,0.809,0,1,0,0,0,0,0,0,0,0,0,1.5186,1,0.02,0.354,1.163,0,1,0,0,0,0,0,0,0,0,0,1.1075,1,0.03,0.294,1.457,0,1,0,0,0,0,0,0,0,0,0,0.7962,1,0.04,0.365,1.822,0,1,0,0,0,0,0,0,0,0,0,0.5869,1,0.05,0.1,1.922,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,2.022,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52,0.52,0,1,0,0,0,0,0,0,0,0,0,2.1337,1,0.01,0.299,0.819,0,1,0,0,0,0,0,0,0,0,0,1.5213,1,0.02,0.222,1.041,0,1,0,0,0,0,0,0,0,0,0,1.0884,1,0.03,0.249,1.29,0,1,0,0,0,0,0,0,0,0,0,0.8063,1,0.04,0.394,1.684,0,1,0,0,0,0,0,0,0,0,0,0.6122,1,0.05,0.1,1.784,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.884,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.518,0.518,0,1,0,0,0,0,0,0,0,0,0,2.1337,1,0.01,0.397,0.915,0,1,0,0,0,0,0,0,0,0,0,1.5245,1,0.02,0.299,1.214,0,1,0,0,0,0,0,0,0,0,0,1.1144,1,0.03,0.268,1.482,0,1,0,0,0,0,0,0,0,0,0,0.8256,1,0.04,0.33,1.812,0,1,0,0,0,0,0,0,0,0,0,0.6068,1,0.05,0.1,1.912,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,2.012,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,normal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.402,0.402,0,1,0,0,0,0,0,0,0,0,0,2.1152,1,0.01,0.374,0.776,0,1,0,0,0,0,0,0,0,0,0,1.4954,1,0.02,0.368,1.144,0,1,0,0,0,0,0,0,0,0,0,1.0734,1,0.03,0.289,1.433,0,1,0,0,0,0,0,0,0,0,0,0.7652,1,0.04,0.316,1.749,0,1,0,0,0,0,0,0,0,0,0,0.5529,1,0.05,0.1,1.849,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1,1.949,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
