session_id,label,client_type,step_0_step_dt,step_0_step_loss,step_0_dt_mean,step_0_dt_std,step_0_loss_mean,step_0_loss_std,step_0_loss_trend,step_0_loss_jaggedness,step_1_step_dt,step_1_step_loss,step_1_dt_mean,step_1_dt_std,step_1_loss_mean,step_1_loss_std,step_1_loss_trend,step_1_loss_jaggedness,step_2_step_dt,step_2_step_loss,step_2_dt_mean,step_2_dt_std,step_2_loss_mean,step_2_loss_std,step_2_loss_trend,step_2_loss_jaggedness,step_3_step_dt,step_3_step_loss,step_3_dt_mean,step_3_dt_std,step_3_loss_mean,step_3_loss_std,step_3_loss_trend,step_3_loss_jaggedness,step_4_step_dt,step_4_step_loss,step_4_dt_mean,step_4_dt_std,step_4_loss_mean,step_4_loss_std,step_4_loss_trend,step_4_loss_jaggedness,step_5_step_dt,step_5_step_loss,step_5_dt_mean,step_5_dt_std,step_5_loss_mean,step_5_loss_std,step_5_loss_trend,step_5_loss_jaggedness,step_6_step_dt,step_6_step_loss,step_6_dt_mean,step_6_dt_std,step_6_loss_mean,step_6_loss_std,step_6_loss_trend,step_6_loss_jaggedness,step_7_step_dt,step_7_step_loss,step_7_dt_mean,step_7_dt_std,step_7_loss_mean,step_7_loss_std,step_7_loss_trend,step_7_loss_jaggedness,step_8_step_dt,step_8_step_loss,step_8_dt_mean,step_8_dt_std,step_8_loss_mean,step_8_loss_std,step_8_loss_trend,step_8_loss_jaggedness,step_9_step_dt,step_9_step_loss,step_9_dt_mean,step_9_dt_std,step_9_loss_mean,step_9_loss_std,step_9_loss_trend,step_9_loss_jaggedness,step_10_step_dt,step_10_step_loss,step_10_dt_mean,step_10_dt_std,step_10_loss_mean,step_10_loss_std,step_10_loss_trend,step_10_loss_jaggedness,step_11_step_dt,step_11_step_loss,step_11_dt_mean,step_11_dt_std,step_11_loss_mean,step_11_loss_std,step_11_loss_trend,step_11_loss_jaggedness,step_12_step_dt,step_12_step_loss,step_12_dt_mean,step_12_dt_std,step_12_loss_mean,step_12_loss_std,step_12_loss_trend,step_12_loss_jaggedness,step_13_step_dt,step_13_step_loss,step_13_dt_mean,step_13_dt_std,step_13_loss_mean,step_13_loss_std,step_13_loss_trend,step_13_loss_jaggedness,step_14_step_dt,step_14_step_loss,step_14_dt_mean,step_14_dt_std,step_14_loss_mean,step_14_loss_std,step_14_loss_trend,step_14_loss_jaggedness,step_15_step_dt,step_15_step_loss,step_15_dt_mean,step_15_dt_std,step_15_loss_mean,step_15_loss_std,step_15_loss_trend,step_15_loss_jaggedness,step_16_step_dt,step_16_step_loss,step_16_dt_mean,step_16_dt_std,step_16_loss_mean,step_16_loss_std,step_16_loss_trend,step_16_loss_jaggedness,step_17_step_dt,step_17_step_loss,step_17_dt_mean,step_17_dt_std,step_17_loss_mean,step_17_loss_std,step_17_loss_trend,step_17_loss_jaggedness,step_18_step_dt,step_18_step_loss,step_18_dt_mean,step_18_dt_std,step_18_loss_mean,step_18_loss_std,step_18_loss_trend,step_18_loss_jaggedness,step_19_step_dt,step_19_step_loss,step_19_dt_mean,step_19_dt_std,step_19_loss_mean,step_19_loss_std,step_19_loss_trend,step_19_loss_jaggedness
node_197,1,malicious_mimic,0.0,2.9081,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.512,2.6623,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.506,2.4935,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.485,2.14,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.514,1.8897,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.512,1.8794,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.485,1.7173,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.503,1.5397,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.486,1.6088,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.485,1.2536,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.493,1.3413,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.518,1.4936,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.514,1.2844,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.506,1.0456,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.506,1.1833,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.518,1.045,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.504,1.0831,0.5032020634754727,0.012106027526497844,1.6832662720722127,0.5621578271130959,-0.10824892804985368,2.796275455703046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_198,1,malicious_mimic,0.0,2.0232,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.498,1.8607,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.518,2.0239,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.508,1.9345,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.507,1.6771,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.491,1.8149,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.495,1.7297,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.484,1.583,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.497,1.6538,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.495,1.4877,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.506,1.7035,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.493,1.5194,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.488,1.2554,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.51,1.3062,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.484,1.1241,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.515,1.0187,0.49998141609199426,0.008134221495753605,1.6054436878961829,0.2980672467535853,-0.06033621095596342,2.282544591488094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_199,0,normal_jittery,0.0,2.6956,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.452,2.4719,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.853,2.2427,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.226,2.0111,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.663,1.7852,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.567,1.6625,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.376,1.5024,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.249,1.351,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.742,1.1915,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.912,1.0627,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.719,0.9095,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.253,0.788,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.444,0.6925,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.424,0.6325,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.154,0.5796,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.524,0.5781,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.474,0.4879,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.526,0.384,0.5043870929261765,0.2152889910066999,1.2801328762041244,0.7069251173598674,-0.13226998965083506,2.31076271186321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_200,1,malicious_mimic,0.0,3.2693,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.505,3.1794,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.493,3.0861,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.502,2.9258,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.51,2.5657,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.519,2.3251,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.496,2.4517,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.495,2.5711,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.518,2.6617,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.514,2.5308,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.486,2.4962,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.508,2.3675,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.495,2.3756,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.514,2.2148,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.487,2.2347,0.5033834196113448,0.010378548349416853,2.6154917654510834,0.3296253321636444,-0.06429529067968207,1.7621799344869333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_201,1,malicious_mimic,0.0,2.7017,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.486,2.6459,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.516,2.2146,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.483,2.0382,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.509,2.2304,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.492,2.2457,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.499,2.2302,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.484,2.2382,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.492,2.2253,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.517,2.169,0.49728591550070533,0.013449079651380797,2.2927376728347437,0.19954329891972714,-0.04041528304895184,0.962335912822608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_202,1,malicious_mimic,0.0,3.5466,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.516,3.329,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.488,2.8641,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.497,2.512,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.496,2.1027,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.507,1.9001,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.506,1.5976,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.507,1.3529,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.505,1.3201,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.515,1.4381,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.498,1.2733,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.499,1.4517,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.503,1.1529,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.512,0.8762,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.486,0.613,0.5017332498828027,0.01074438948033481,1.8201523770029866,0.8494948177261795,-0.18482792669133208,3.5267461519666377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_203,1,malicious_mimic,0.0,2.8836,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.504,2.8742,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.504,2.8892,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.499,2.9852,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.48,2.6749,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.517,2.7204,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.509,2.5372,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.507,2.1285,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.481,1.9799,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.517,2.0321,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.517,1.7662,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.496,1.7029,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.499,1.4083,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.513,1.5953,0.5026570807437742,0.01256132573032839,2.2978422297526193,0.5344981001032094,-0.12583777934602577,2.081637286043366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_204,1,malicious_mimic,0.0,3.4556,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.5,3.1337,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.511,3.0389,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.485,2.9926,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.482,3.0245,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.493,3.1514,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.493,3.0364,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.517,2.9359,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.503,3.0462,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.5,3.072,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.482,2.9883,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.481,2.9929,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.51,2.7284,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.511,2.7617,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.488,2.759,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.512,2.4901,0.4985600677432475,0.011778089262192471,2.976068085169979,0.2081201749023474,-0.03901827844207106,1.6313503716703432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_205,0,normal_jittery,0.0,2.1608,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.646,1.9689,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.326,1.8072,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.426,1.6774,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.583,1.5566,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.35,1.444,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.578,1.303,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.826,1.2844,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.357,1.1714,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.535,1.0085,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.597,0.8412,0.5233782176178159,0.1493365565729057,1.476266541241125,0.387927851491534,-0.12284701295457363,1.319509422579959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_206,0,normal_jittery,0.0,3.3304,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.802,2.9294,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.274,2.6331,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.433,2.3535,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.226,2.082,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.797,1.8541,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.706,1.6922,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.615,1.4909,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.296,1.4798,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.394,1.2976,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.945,1.1261,0.5473401827548039,0.24485386610009666,2.024958633917768,0.6770244294069279,-0.2104220374752354,2.204264018348454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_207,1,malicious_mimic,0.0,3.5139,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.514,3.3525,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.49,3.3096,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.488,2.9109,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.497,2.8309,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.486,2.7605,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.502,2.5424,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.491,2.2161,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.497,1.9077,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.5,1.545,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.495,1.3299,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.5,1.4575,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.483,1.4682,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.504,1.1784,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.502,0.9236,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.492,1.1052,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.493,0.825,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.515,0.8882,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.512,1.0401,0.4981582485864242,0.0089927750094095,1.9523190867400908,0.9065884599849918,-0.1598912265942279,3.5427493030391037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
